satisfaction_level    last_evaluation    number_project    average_montly_hours    time_spend_company    Work_accident    promotion_last_5years    sales    salary    left_prediction    left_result
0.62    0.64    3.0    240.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.6    0.53    5.0    103.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.54    0.59    4.0    202.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.49    0.58    3.0    265.0    3.0    0.0    0.0    -0.12    -0.34    1    0
0.41    0.63    2.0    145.0    2.0    0.0    0.0    0.2    -0.34    0    0
0.41    0.48    2.0    126.0    3.0    0.0    0.0    -0.19    -0.34    1    1
0.39    0.45    3.0    100.0    8.0    1.0    0.0    0.2    0.2    0    0
0.6    0.91    4.0    185.0    3.0    1.0    0.0    0.2    -0.34    0    0
0.48    0.67    3.0    183.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.31    0.84    7.0    133.0    5.0    0.0    0.0    -0.19    -0.34    0    1
0.62    0.89    3.0    153.0    3.0    1.0    0.0    -0.56    -0.34    0    0
0.42    0.53    3.0    199.0    4.0    0.0    0.0    -0.19    0.2    0    1
0.1    0.95    7.0    301.0    4.0    0.0    0.0    0.02    -0.34    1    1
0.71    0.48    3.0    161.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.47    0.47    2.0    221.0    6.0    0.0    0.0    -0.07    -0.34    1    0
0.22    0.7    2.0    274.0    10.0    0.0    0.0    -0.07    1.0    1    0
0.46    0.54    3.0    183.0    4.0    0.0    0.0    -0.19    0.2    0    0
0.96    0.62    4.0    253.0    7.0    0.0    0.0    -0.07    0.2    0    0
0.11    0.91    6.0    308.0    4.0    1.0    0.0    0.17    -0.34    0    1
0.98    0.63    3.0    169.0    2.0    0.0    0.0    0.02    -0.34    0    0
0.35    0.66    2.0    140.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.09    0.82    6.0    250.0    4.0    0.0    0.0    -0.12    -0.34    1    1
0.5    0.78    4.0    208.0    3.0    1.0    0.0    -0.19    0.2    0    0
0.32    0.55    4.0    283.0    4.0    0.0    0.0    0.2    -0.34    1    0
0.32    0.47    3.0    143.0    4.0    0.0    0.0    0.17    0.2    0    0
0.95    0.64    3.0    262.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.72    0.7    3.0    238.0    2.0    0.0    0.0    1.0    -0.34    0    0
0.58    0.97    5.0    265.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.73    0.49    3.0    168.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.26    0.95    3.0    195.0    5.0    0.0    0.0    -0.12    -0.34    1    0
0.7    0.9    5.0    246.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.85    0.87    4.0    273.0    5.0    0.0    0.0    0.9    0.2    0    1
0.64    0.61    3.0    221.0    3.0    0.0    0.0    -0.3    -0.34    0    0
0.37    0.41    2.0    113.0    3.0    0.0    1.0    0.9    0.2    0    0
0.94    0.51    6.0    239.0    5.0    0.0    0.0    -0.07    0.2    0    0
0.73    0.93    5.0    167.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.89    0.46    4.0    248.0    5.0    1.0    0.0    -0.56    0.2    0    0
0.76    0.89    4.0    181.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.42    0.57    2.0    159.0    3.0    0.0    0.0    -0.56    -0.34    1    1
0.87    0.9    5.0    254.0    6.0    0.0    0.0    -0.12    -0.34    0    1
0.34    0.46    2.0    169.0    2.0    1.0    0.0    -0.12    -0.34    0    0
0.79    0.45    5.0    131.0    6.0    0.0    0.0    -0.12    -0.34    0    0
0.69    0.56    3.0    183.0    4.0    1.0    0.0    0.9    -0.34    0    0
0.16    0.83    5.0    173.0    4.0    0.0    0.0    0.17    1.0    0    0
0.67    0.58    3.0    246.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.11    0.81    5.0    287.0    4.0    0.0    0.0    -0.07    -0.34    1    1
0.64    0.99    3.0    167.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.83    0.67    3.0    175.0    3.0    0.0    0.0    0.2    0.2    0    0
0.63    0.61    3.0    234.0    3.0    1.0    0.0    -0.19    0.2    0    0
0.39    0.56    6.0    228.0    5.0    0.0    0.0    -0.19    0.2    0    0
0.83    0.89    4.0    137.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.88    0.63    3.0    257.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.83    0.96    5.0    275.0    5.0    0.0    0.0    -0.12    -0.34    0    1
0.34    0.85    4.0    123.0    4.0    0.0    0.0    -0.56    0.2    0    0
0.58    0.73    3.0    265.0    6.0    0.0    0.0    0.9    -0.34    1    0
0.11    0.78    7.0    278.0    4.0    0.0    0.0    -0.07    -0.34    1    1
0.31    0.54    5.0    132.0    5.0    0.0    0.0    -0.07    -0.34    1    1
0.78    0.98    5.0    263.0    6.0    0.0    0.0    -0.07    -0.34    0    1
0.62    0.98    4.0    137.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.87    0.65    4.0    246.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.83    0.74    3.0    259.0    3.0    1.0    0.0    -0.3    -0.34    0    0
0.42    0.47    6.0    174.0    5.0    0.0    0.0    -0.19    -0.34    0    0
0.17    0.6    5.0    144.0    6.0    0.0    0.0    -0.19    0.2    1    0
0.1    0.84    6.0    286.0    4.0    0.0    0.0    0.2    -0.34    1    1
0.99    0.84    5.0    138.0    2.0    0.0    0.0    0.17    0.2    0    0
0.53    0.96    4.0    272.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.13    0.78    6.0    152.0    2.0    0.0    0.0    -0.12    -0.34    0    1
0.5    0.95    4.0    222.0    3.0    1.0    0.0    -0.12    0.2    0    0
0.87    0.63    5.0    214.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.47    0.43    3.0    120.0    3.0    0.0    0.0    -0.07    1.0    0    0
0.97    0.55    4.0    258.0    3.0    0.0    0.0    -0.56    0.2    0    0
0.82    0.65    5.0    178.0    7.0    1.0    0.0    -0.07    0.2    0    0
0.74    0.59    4.0    155.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.43    0.57    2.0    157.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.46    0.41    6.0    148.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.77    0.66    3.0    147.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.44    0.44    3.0    126.0    2.0    0.0    0.0    -0.56    0.2    0    0
0.91    0.87    4.0    235.0    5.0    0.0    0.0    -0.19    -0.34    0    1
0.95    0.9    3.0    155.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.49    0.57    4.0    141.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.8    0.86    3.0    203.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.72    0.71    4.0    256.0    3.0    0.0    1.0    -0.07    0.2    0    0
0.83    0.95    5.0    230.0    5.0    0.0    0.0    0.17    0.2    0    1
0.1    0.84    6.0    279.0    4.0    0.0    0.0    -0.07    -0.34    1    1
0.71    0.96    4.0    161.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.76    0.96    4.0    135.0    3.0    1.0    1.0    0.9    -0.34    0    0
0.1    0.89    7.0    291.0    4.0    0.0    0.0    -0.12    0.2    1    1
0.09    0.82    6.0    251.0    4.0    0.0    0.0    -0.12    -0.34    1    1
0.92    0.94    5.0    253.0    2.0    0.0    0.0    -0.19    1.0    0    0
0.88    0.71    5.0    246.0    3.0    0.0    0.0    0.02    0.2    0    0
0.78    0.4    4.0    145.0    5.0    1.0    1.0    -0.07    0.2    0    0
0.8    0.65    3.0    264.0    4.0    0.0    0.0    1.0    1.0    0    0
0.73    0.69    3.0    228.0    2.0    0.0    1.0    -0.07    0.2    0    0
0.15    0.91    6.0    98.0    6.0    1.0    0.0    -0.19    -0.34    0    0
0.46    0.79    2.0    108.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.72    0.8    5.0    244.0    3.0    0.0    0.0    0.17    0.2    0    0
0.54    0.68    4.0    183.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.59    0.71    5.0    169.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.36    0.73    2.0    111.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.3    0.97    3.0    171.0    4.0    1.0    0.0    1.0    0.2    0    0
0.68    0.65    3.0    183.0    4.0    0.0    0.0    -0.12    -0.34    0    0
0.76    0.81    4.0    242.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.64    0.66    3.0    218.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.54    0.58    4.0    206.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.45    0.54    2.0    140.0    3.0    0.0    0.0    -0.12    -0.34    0    1
0.84    0.93    3.0    159.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.1    0.82    6.0    244.0    4.0    0.0    0.0    -0.19    0.2    1    1
0.61    0.49    3.0    275.0    2.0    0.0    0.0    0.2    -0.34    0    0
0.82    0.52    5.0    270.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.18    0.99    4.0    204.0    6.0    0.0    0.0    0.17    -0.34    1    0
0.83    0.55    3.0    257.0    2.0    0.0    0.0    0.02    -0.34    0    0
0.83    0.85    4.0    261.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.65    0.55    5.0    261.0    3.0    1.0    0.0    -0.19    0.2    0    0
0.71    0.96    3.0    201.0    3.0    0.0    0.0    0.9    -0.34    0    0
0.85    0.7    3.0    188.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.55    0.77    3.0    237.0    2.0    0.0    0.0    -0.56    -0.34    0    0
0.86    0.57    4.0    183.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.98    0.74    3.0    164.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.88    0.67    5.0    264.0    3.0    0.0    0.0    0.2    0.2    0    0
0.44    0.49    2.0    154.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.49    0.6    2.0    113.0    5.0    0.0    0.0    0.17    -0.34    1    0
0.89    0.77    5.0    232.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.9    0.98    5.0    245.0    5.0    0.0    0.0    0.17    -0.34    0    1
0.88    0.65    4.0    224.0    2.0    0.0    0.0    -0.56    1.0    0    0
0.19    0.8    4.0    249.0    5.0    0.0    0.0    -0.07    -0.34    1    0
0.83    0.73    4.0    157.0    2.0    0.0    0.0    0.9    0.2    0    0
0.57    0.68    3.0    102.0    6.0    0.0    0.0    -0.19    0.2    0    0
0.78    0.51    3.0    172.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.57    0.83    5.0    189.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.89    0.55    5.0    251.0    10.0    0.0    0.0    1.0    1.0    0    0
0.55    0.48    3.0    162.0    3.0    0.0    1.0    1.0    1.0    0    0
0.45    0.57    2.0    136.0    3.0    0.0    0.0    -0.07    -0.34    0    1
0.77    0.5    4.0    281.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.41    0.51    2.0    156.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.66    0.56    5.0    202.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.17    0.36    6.0    191.0    2.0    0.0    0.0    0.2    0.2    0    0
0.83    0.69    4.0    233.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.56    0.41    2.0    194.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.78    0.81    4.0    253.0    5.0    0.0    0.0    0.02    -0.34    0    1
0.85    0.67    3.0    267.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.17    0.91    6.0    246.0    5.0    0.0    0.0    0.17    1.0    0    0
0.71    0.51    3.0    248.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.5    0.56    3.0    164.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.65    0.86    4.0    264.0    2.0    1.0    0.0    -0.56    -0.34    0    0
0.1    0.91    6.0    262.0    5.0    1.0    0.0    -0.19    -0.34    0    1
0.43    0.54    2.0    130.0    3.0    0.0    0.0    -0.07    -0.34    0    1
0.56    0.57    3.0    143.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.4    0.46    2.0    149.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.79    0.86    5.0    235.0    5.0    0.0    0.0    -0.12    0.2    0    1
0.55    0.58    3.0    254.0    2.0    0.0    0.0    1.0    1.0    0    0
0.73    0.95    4.0    243.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.64    0.9    4.0    211.0    3.0    0.0    0.0    -0.56    0.2    0    0
0.95    0.53    4.0    162.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.91    0.62    4.0    158.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.63    0.57    4.0    192.0    3.0    0.0    0.0    -0.19    1.0    0    0
0.71    0.69    4.0    222.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.37    0.61    3.0    186.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.54    0.92    4.0    228.0    3.0    0.0    1.0    0.02    0.2    0    0
0.53    0.97    3.0    189.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.52    0.72    2.0    247.0    4.0    0.0    0.0    -0.3    0.2    0    0
0.43    0.47    2.0    130.0    3.0    0.0    0.0    -0.19    -0.34    1    1
0.98    0.88    5.0    232.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.72    0.79    3.0    221.0    3.0    0.0    0.0    0.2    1.0    0    0
0.15    0.37    2.0    167.0    3.0    0.0    0.0    -0.07    -0.34    1    0
0.26    0.47    6.0    182.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.55    0.85    3.0    152.0    2.0    0.0    1.0    1.0    0.2    0    0
0.74    0.79    5.0    121.0    5.0    0.0    1.0    1.0    1.0    0    0
0.29    0.38    5.0    191.0    5.0    0.0    0.0    1.0    0.2    0    0
0.27    0.6    6.0    205.0    5.0    1.0    0.0    -0.19    -0.34    0    0
0.91    0.66    4.0    139.0    3.0    0.0    0.0    -0.19    1.0    0    0
0.58    0.96    5.0    143.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.5    0.85    5.0    249.0    3.0    1.0    0.0    -0.3    0.2    0    0
0.85    0.67    3.0    167.0    4.0    0.0    0.0    0.9    0.2    0    0
0.37    0.71    2.0    139.0    4.0    0.0    0.0    0.9    1.0    0    0
0.1    0.9    5.0    263.0    4.0    0.0    0.0    -0.56    -0.34    1    1
0.7    0.99    3.0    167.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.88    0.58    5.0    266.0    3.0    1.0    0.0    0.02    0.2    0    0
0.52    0.74    3.0    160.0    2.0    0.0    0.0    0.02    1.0    0    0
0.6    0.86    6.0    272.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.89    0.77    3.0    144.0    3.0    0.0    0.0    1.0    1.0    0    0
0.85    0.87    4.0    152.0    7.0    0.0    0.0    -0.07    -0.34    0    0
0.48    0.51    3.0    201.0    2.0    1.0    0.0    -0.12    -0.34    0    0
0.79    0.74    5.0    172.0    2.0    0.0    0.0    0.2    -0.34    0    0
0.5    0.77    3.0    166.0    3.0    0.0    0.0    0.17    0.2    0    0
0.11    0.89    6.0    268.0    4.0    0.0    0.0    0.17    0.2    1    1
0.73    0.78    4.0    181.0    4.0    0.0    0.0    0.17    -0.34    0    0
0.1    0.94    6.0    287.0    4.0    0.0    0.0    -0.19    0.2    1    1
0.88    0.67    5.0    264.0    3.0    0.0    0.0    0.2    0.2    0    0
0.73    0.92    5.0    232.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.46    0.46    2.0    154.0    3.0    0.0    0.0    -0.3    0.2    0    1
0.63    0.93    4.0    233.0    3.0    0.0    0.0    0.17    0.2    0    0
0.78    0.67    5.0    209.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.67    0.64    3.0    198.0    2.0    1.0    0.0    1.0    0.2    0    0
0.59    0.49    5.0    122.0    5.0    0.0    0.0    -0.19    0.2    0    0
0.88    0.8    3.0    166.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.67    0.52    4.0    262.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.91    1.0    4.0    251.0    6.0    0.0    0.0    -0.19    -0.34    0    1
0.78    0.52    5.0    192.0    3.0    1.0    0.0    -0.19    -0.34    0    0
0.45    0.49    2.0    134.0    3.0    0.0    0.0    0.9    0.2    0    1
0.63    0.64    3.0    243.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.82    0.49    4.0    180.0    2.0    0.0    0.0    0.9    -0.34    0    0
0.29    0.77    3.0    164.0    6.0    0.0    0.0    0.9    0.2    1    0
0.93    0.95    5.0    176.0    6.0    0.0    1.0    -0.3    0.2    0    0
0.84    0.73    5.0    105.0    5.0    0.0    0.0    -0.12    -0.34    0    0
0.93    0.73    4.0    156.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.11    0.84    6.0    251.0    4.0    0.0    0.0    -0.19    0.2    1    1
0.9    0.76    2.0    211.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.93    0.84    5.0    135.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.84    0.54    4.0    160.0    3.0    0.0    0.0    0.02    0.2    0    0
0.33    0.58    2.0    183.0    2.0    0.0    0.0    1.0    0.2    0    0
0.85    0.78    4.0    251.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.76    0.7    5.0    195.0    3.0    0.0    0.0    0.9    -0.34    0    0
0.61    0.5    4.0    216.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.1    0.8    7.0    281.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.88    0.65    3.0    268.0    2.0    0.0    0.0    -0.12    1.0    0    0
0.98    0.56    3.0    103.0    5.0    0.0    0.0    -0.19    0.2    0    0
0.72    0.5    4.0    245.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.41    0.69    2.0    152.0    4.0    1.0    0.0    0.17    -0.34    0    0
0.26    0.99    5.0    184.0    5.0    0.0    0.0    -0.56    -0.34    1    0
0.89    0.47    4.0    108.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.51    0.93    3.0    162.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.66    0.58    3.0    157.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.84    1.0    5.0    218.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.73    0.67    3.0    208.0    4.0    0.0    0.0    1.0    0.2    0    0
0.58    0.77    4.0    140.0    3.0    0.0    0.0    0.9    -0.34    0    0
0.36    0.47    2.0    148.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.37    0.57    2.0    157.0    3.0    0.0    0.0    0.9    -0.34    1    1
0.94    0.76    4.0    261.0    6.0    0.0    0.0    -0.19    0.2    0    0
0.45    0.57    2.0    143.0    3.0    0.0    0.0    -0.12    -0.34    0    1
0.83    0.84    4.0    206.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.64    0.91    3.0    165.0    3.0    1.0    0.0    -0.12    -0.34    0    0
0.9    0.96    5.0    243.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.92    0.64    2.0    104.0    7.0    0.0    0.0    0.2    -0.34    0    0
1.0    0.97    5.0    141.0    2.0    0.0    0.0    -0.3    0.2    0    0
0.63    0.64    3.0    180.0    3.0    0.0    0.0    -0.3    -0.34    0    0
0.61    0.69    3.0    224.0    3.0    0.0    0.0    -0.56    0.2    0    0
0.38    0.53    2.0    136.0    3.0    0.0    0.0    0.2    0.2    0    1
0.48    0.81    5.0    113.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.57    0.97    4.0    224.0    4.0    0.0    0.0    -0.19    0.2    0    0
0.78    0.57    4.0    264.0    3.0    0.0    0.0    -0.07    1.0    0    0
0.2    0.7    6.0    281.0    5.0    0.0    0.0    -0.07    0.2    1    1
0.61    0.58    6.0    146.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.78    0.99    3.0    151.0    3.0    1.0    0.0    0.2    -0.34    0    0
0.51    0.61    4.0    251.0    2.0    1.0    0.0    -0.12    -0.34    0    0
0.11    0.9    6.0    263.0    4.0    0.0    0.0    0.17    -0.34    1    1
0.28    0.94    6.0    167.0    3.0    1.0    0.0    0.9    -0.34    0    0
0.96    0.55    3.0    164.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.44    0.74    4.0    250.0    6.0    0.0    0.0    0.9    0.2    0    0
0.88    0.59    4.0    240.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.86    0.87    5.0    171.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.45    0.92    6.0    164.0    4.0    1.0    0.0    0.02    -0.34    0    0
0.69    0.61    5.0    229.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.91    0.85    4.0    203.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.74    0.75    2.0    137.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.44    0.56    2.0    134.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.37    0.49    2.0    151.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.68    0.49    3.0    230.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.54    0.64    3.0    190.0    7.0    0.0    0.0    -0.07    0.2    0    0
0.64    0.79    4.0    274.0    2.0    1.0    0.0    -0.19    -0.34    0    0
0.74    0.99    5.0    263.0    5.0    0.0    0.0    0.9    -0.34    0    1
0.76    0.44    4.0    192.0    4.0    1.0    0.0    -0.19    -0.34    0    0
0.45    0.55    5.0    268.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.89    0.65    5.0    195.0    6.0    0.0    0.0    -0.12    -0.34    0    1
0.74    0.7    3.0    253.0    4.0    1.0    0.0    0.9    0.2    0    0
0.57    0.6    2.0    163.0    3.0    0.0    0.0    -0.07    0.2    0    0
1.0    0.63    5.0    171.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.53    0.62    4.0    162.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.43    0.46    2.0    156.0    3.0    0.0    0.0    -0.19    -0.34    1    1
0.45    0.51    2.0    155.0    3.0    1.0    0.0    -0.07    0.2    0    1
0.96    1.0    5.0    148.0    3.0    0.0    0.0    0.2    -0.34    0    0
0.55    0.54    3.0    233.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.8    0.86    5.0    262.0    6.0    0.0    0.0    -0.07    0.2    0    1
0.69    0.95    5.0    184.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.83    0.87    5.0    248.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.82    0.59    5.0    201.0    3.0    0.0    0.0    0.9    -0.34    0    0
0.7    0.64    3.0    180.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.72    0.97    3.0    239.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.77    0.9    4.0    237.0    5.0    0.0    0.0    -0.12    -0.34    0    1
0.48    0.76    5.0    236.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.84    0.85    4.0    207.0    10.0    0.0    0.0    -0.07    -0.34    0    0
0.86    0.9    3.0    158.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.49    0.68    3.0    192.0    7.0    0.0    0.0    1.0    1.0    0    0
0.43    0.45    2.0    140.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.37    0.51    2.0    127.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.82    0.9    3.0    227.0    3.0    0.0    0.0    0.02    0.2    0    0
0.62    0.54    3.0    142.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.79    0.5    4.0    151.0    3.0    1.0    0.0    -0.19    0.2    0    0
0.1    0.77    5.0    276.0    4.0    0.0    0.0    -0.12    -0.34    1    1
0.67    0.6    5.0    253.0    6.0    0.0    0.0    -0.07    0.2    0    0
0.87    0.55    4.0    197.0    3.0    0.0    0.0    -0.19    1.0    0    0
0.78    0.53    3.0    156.0    3.0    0.0    0.0    0.2    -0.34    0    0
0.91    0.75    2.0    147.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.96    0.48    3.0    182.0    2.0    1.0    0.0    -0.12    0.2    0    0
0.51    0.92    3.0    224.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.63    0.96    4.0    167.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.32    0.41    3.0    138.0    3.0    1.0    0.0    -0.19    0.2    0    0
0.95    0.8    3.0    225.0    2.0    0.0    0.0    -0.07    1.0    0    0
0.75    0.89    4.0    228.0    5.0    0.0    0.0    -0.12    -0.34    0    1
0.61    0.89    3.0    242.0    10.0    0.0    0.0    -0.07    1.0    0    0
0.61    0.46    5.0    220.0    4.0    0.0    0.0    -0.07    -0.34    0    1
0.18    0.9    4.0    282.0    4.0    0.0    0.0    0.2    0.2    1    0
0.28    0.66    3.0    184.0    2.0    0.0    0.0    0.02    -0.34    1    0
0.43    0.56    6.0    149.0    4.0    0.0    0.0    0.2    -0.34    0    1
0.99    0.55    3.0    170.0    3.0    0.0    0.0    0.02    0.2    0    0
0.58    0.55    4.0    202.0    3.0    0.0    0.0    0.17    0.2    0    0
0.72    0.84    5.0    257.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.34    0.71    2.0    160.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.96    1.0    3.0    231.0    6.0    0.0    0.0    -0.07    0.2    0    0
0.81    0.81    4.0    212.0    2.0    1.0    0.0    -0.07    0.2    0    0
0.5    0.81    3.0    148.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.96    0.91    3.0    257.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.36    0.51    2.0    130.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.54    0.53    4.0    183.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.59    0.94    5.0    157.0    7.0    1.0    0.0    1.0    0.2    0    0
0.36    0.82    4.0    218.0    5.0    0.0    0.0    0.9    -0.34    1    0
0.45    0.53    2.0    159.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.23    0.56    5.0    169.0    5.0    0.0    0.0    0.9    0.2    0    0
0.84    0.97    5.0    251.0    5.0    0.0    0.0    -0.12    0.2    0    1
0.31    0.57    4.0    200.0    4.0    0.0    0.0    0.17    0.2    0    0
0.56    0.99    4.0    230.0    3.0    0.0    0.0    -0.07    1.0    0    0
0.88    0.58    5.0    264.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.78    0.9    4.0    104.0    4.0    0.0    0.0    0.9    -0.34    0    0
0.94    0.58    5.0    215.0    2.0    0.0    0.0    0.9    -0.34    0    0
0.37    0.55    2.0    159.0    3.0    0.0    0.0    -0.12    0.2    0    1
0.9    0.57    4.0    185.0    3.0    1.0    0.0    -0.19    0.2    0    0
0.96    0.55    4.0    234.0    4.0    0.0    0.0    0.9    0.2    0    0
0.91    0.82    4.0    259.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.45    0.5    2.0    157.0    3.0    0.0    0.0    0.02    0.2    0    1
0.7    0.76    5.0    165.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.91    0.99    3.0    188.0    3.0    1.0    0.0    -0.12    0.2    0    0
0.33    0.88    6.0    219.0    5.0    0.0    0.0    -0.12    -0.34    1    1
0.66    0.96    4.0    216.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.35    0.58    3.0    103.0    3.0    0.0    0.0    -0.56    -0.34    1    0
0.64    0.64    3.0    192.0    3.0    1.0    0.0    -0.3    0.2    0    0
0.64    0.66    3.0    188.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.87    0.83    4.0    265.0    6.0    0.0    0.0    -0.07    -0.34    0    1
0.79    1.0    4.0    229.0    5.0    1.0    0.0    1.0    0.2    0    1
0.42    1.0    3.0    202.0    3.0    0.0    0.0    -0.07    0.2    0    1
